run,max_n_features,n_classes,batch_size,test_size,epochs,lr,model,cost_classification,cost_align_ref,cost_align_dat,epoch,train_loss,train_auc,train_acc,test_loss,test_auc,test_acc
16597154332959432,748,11,64,0.7,75,8e-05,CustomModel,1.0,100.0,1.0,73,1.546250809941973,1.0,1.0,1.5468471000591915,0.9999999916080322,0.999846513948045
16597160388680970,748,11,64,0.7,75,8e-05,CustomModel,1.0,100.0,10.0,70,1.5546363162994385,0.9999999381561193,0.9991941260744985,1.5560777757097692,0.9999989837357859,0.998580254019416
16597190314200606,748,11,64,0.7,75,8e-05,CustomModel,1.0,100.0,50.0,73,1.5577985211781094,1.0,0.9995522922636103,1.5585568509265488,0.9999999664662854,0.9991941982272361
16597196051057704,748,11,64,0.7,75,8e-05,CustomModel,1.0,100.0,100.0,74,1.566006441116333,1.0,1.0,1.5669156450266932,0.9999999983464027,0.9997313994090787
16597226602729486,748,11,64,0.7,75,8e-05,CustomModel,10.0,1.0,1.0,63,15.493720490591867,1.0,1.0,15.503096372473474,0.999999981157713,0.9997313994090787
16597231369759244,748,11,64,0.7,75,8e-05,CustomModel,10.0,1.0,10.0,67,15.50305056980678,1.0,0.9999104584527221,15.514742785809087,0.9999999039448002,0.9995779133571236
16597263661589746,748,11,64,0.7,75,8e-05,CustomModel,10.0,1.0,50.0,65,15.487551716395787,1.0,0.9999104584527221,15.496728551154042,0.9999999578738541,0.9996546563831011
16597267116425956,748,11,64,0.7,75,8e-05,CustomModel,10.0,1.0,100.0,70,15.4783975819179,1.0,1.0,15.485153230966306,0.9999999921984821,0.999846513948045
16597299593808294,748,11,64,0.7,75,8e-05,CustomModel,10.0,10.0,1.0,66,15.476819730486188,1.0,1.0,15.486074061954723,0.9999999738369024,0.9997313994090787
16597303068006618,748,11,64,0.7,75,8e-05,CustomModel,10.0,10.0,10.0,70,15.519596078055246,0.9999999823303198,0.9998209169054442,15.531124271598516,0.9999995208935072,0.9994627988181574
16597336042191494,748,11,64,0.7,75,8e-05,CustomModel,10.0,10.0,50.0,56,15.551946204049246,0.9999999116515992,0.9995522922636103,15.557139604699378,0.9999998044647228,0.9994627988181574
16597338454126448,748,11,64,0.7,75,8e-05,CustomModel,10.0,10.0,100.0,68,15.517618800571986,1.0,0.9995522922636103,15.523205923099145,0.9999999948286935,0.9995011703311462
16597373273908260,748,11,64,0.7,75,8e-05,CustomModel,10.0,50.0,1.0,73,15.488150236947195,1.0,0.9998209169054442,15.496010532566146,0.999999933187419,0.999539541844135
16597373539157842,748,11,64,0.7,75,8e-05,CustomModel,10.0,50.0,10.0,69,15.508044210161481,1.0,1.0,15.517033443731421,0.9999999422187404,0.9996930278960899
16597409131987134,748,11,64,0.7,75,8e-05,CustomModel,10.0,50.0,50.0,70,15.501857588631767,0.9999999646606397,0.9995522922636103,15.51058261534747,0.9999995500366554,0.9991558267142473
16597410342327268,748,11,64,0.7,75,8e-05,CustomModel,10.0,50.0,100.0,71,15.521803866795132,1.0,0.9999104584527221,15.531434073167688,0.9999998942361157,0.9993476842791911
16597444939144972,748,11,64,0.7,75,8e-05,CustomModel,10.0,100.0,1.0,73,15.447897682189941,1.0,1.0,15.453297395332187,0.9999999983464027,0.9999616284870112
16597447656330970,748,11,64,0.7,75,8e-05,CustomModel,10.0,100.0,10.0,68,15.510566291809083,1.0,0.9995522922636103,15.52117184564179,0.9999999806877926,0.9993093127662024
16597481084152214,748,11,64,0.7,75,8e-05,CustomModel,10.0,100.0,50.0,63,15.558529777526855,0.9999999908554674,0.9990150429799427,15.570979246906205,0.9999999301106538,0.9991558267142473
16597483789825534,748,11,64,0.7,75,8e-05,CustomModel,10.0,100.0,100.0,65,15.583807563781738,0.9999999892300057,0.9991045845272206,15.60111978708529,0.9999993899040331,0.998426767967461
16597516556507670,748,11,64,0.7,75,8e-05,CustomModelRef,1.0,1.0,1.0,63,1.5491250235693796,0.9999999646606397,0.9997313753581661,1.550506709837446,0.9999996257735712,0.9993476842791911
16597519359578362,748,11,64,0.7,75,8e-05,CustomModelRef,1.0,1.0,10.0,66,1.5496681826455252,0.9999999469909595,0.9998209169054442,1.550723018307312,0.9999995913853587,0.999539541844135
16597552236125370,748,11,64,0.7,75,8e-05,CustomModelRef,1.0,1.0,50.0,56,1.559761734689985,0.9999996645927773,0.9995522922636103,1.5610127893148684,0.9999997528919908,0.9991174552012586
16597555904234400,748,11,64,0.7,75,8e-05,CustomModelRef,1.0,1.0,100.0,70,1.5665910257611957,0.9999999911651599,0.9995522922636103,1.5679387888487648,0.9999994680444776,0.9993093127662024
16597588073783006,748,11,64,0.7,75,8e-05,CustomModelRef,1.0,10.0,1.0,67,1.5487446423939297,0.9999999895117159,0.9996418338108882,1.550054623507986,0.9999996431177748,0.9990790836882698
16597592373025298,748,11,64,0.7,75,8e-05,CustomModelRef,1.0,10.0,10.0,70,1.5497375065939767,0.9999999547951332,0.9999104584527221,1.5511315108514299,0.9999998045647769,0.9993476842791911
16597623151534988,748,11,64,0.7,75,8e-05,CustomModelRef,1.0,10.0,50.0,55,1.5608579301834107,0.9999995013330495,0.9992836676217765,1.5624093609113319,0.9999994505412323,0.9991174552012586
16597629648475190,748,11,64,0.7,75,8e-05,CustomModelRef,1.0,10.0,100.0,55,1.5696885238374982,0.9999992193654317,0.9989255014326648,1.5714350839455922,0.999999511503939,0.998887226123326
16597659134756710,748,11,64,0.7,75,8e-05,CustomModelRef,1.0,50.0,1.0,69,1.550006468636649,0.9999999317734355,0.9992836676217765,1.5513545607819277,0.9999994559868882,0.9983116534284947
16597665995139780,748,11,64,0.7,75,8e-05,CustomModelRef,1.0,50.0,10.0,63,1.5512208563940866,0.9999999646606397,0.9996418338108882,1.5520279933424557,0.9999998337744045,0.9993476842791911
16597694631167846,748,11,64,0.7,75,8e-05,CustomModelRef,1.0,50.0,50.0,55,1.560771769796099,0.9999999913962523,0.9992836676217765,1.5619196047385533,0.9999998942060969,0.9991558267142473
16597701374798288,748,11,64,0.7,75,8e-05,CustomModelRef,1.0,50.0,100.0,67,1.569419948032924,0.9999998498077185,0.9995522922636103,1.571242151014945,0.9999970811570595,0.9986569970453935
16597729908906474,748,11,64,0.7,75,8e-05,CustomModelRef,1.0,100.0,1.0,63,1.55033807686397,0.9999990219311056,0.9984777936962751,1.5515128923397439,0.9999987961342736,0.998426767967461
16597737044115362,748,11,64,0.7,75,8e-05,CustomModelRef,1.0,100.0,10.0,62,1.5540944256101337,0.9999998144683583,0.9989255014326648,1.5555708630412233,0.9999990513408105,0.9985035109934385
16597765550225002,748,11,64,0.7,75,8e-05,CustomModelRef,1.0,100.0,50.0,70,1.5593768242427282,0.9999999911651599,0.9996418338108882,1.5609430118518717,0.999999204914455,0.998580254019416
16597773396392074,748,11,64,0.7,75,8e-05,CustomModelRef,1.0,100.0,100.0,69,1.569747018132891,0.9999999580468633,0.9992836676217765,1.571082499389555,0.9999993334973601,0.9984651394804497
16597801237391012,748,11,64,0.7,75,8e-05,CustomModelRef,10.0,1.0,1.0,72,15.467919366019112,0.9999999720371788,0.9999104584527221,15.477630276306003,0.9999997424512342,0.9995779133571236
16597808631437122,748,11,64,0.7,75,8e-05,CustomModelRef,10.0,1.0,10.0,67,15.513756348746163,1.0,0.9993732091690545,15.533408602078756,0.9999997835511211,0.9980814243505621
16597836666208362,748,11,64,0.7,75,8e-05,CustomModelRef,10.0,1.0,50.0,66,15.499351654052735,0.999999796798678,0.9994627507163324,15.511161467608284,0.9999989296861873,0.998887226123326
16597846987159810,748,11,64,0.7,75,8e-05,CustomModelRef,10.0,1.0,100.0,57,15.510328914097377,1.0,0.9998209169054442,15.522059047923369,0.9999984935557503,0.9992709412532136
16597872062943098,748,11,64,0.7,75,8e-05,CustomModelRef,10.0,10.0,1.0,71,15.493540207999093,1.0,0.9992836676217765,15.508182439149595,0.9999995069078791,0.9987337400713711
16597882968267046,748,11,64,0.7,75,8e-05,CustomModelRef,10.0,10.0,10.0,63,15.502361548287528,0.999999298740745,0.9991941260744985,15.514044934628057,0.9999990042054634,0.9989255976363148
16597908240677752,748,11,64,0.7,75,8e-05,CustomModelRef,10.0,10.0,50.0,68,15.525954355512347,0.9999999022034755,0.9991941260744985,15.543707695661807,0.9999983932936573,0.998426767967461
16597918611084650,748,11,64,0.7,75,8e-05,CustomModelRef,10.0,10.0,100.0,61,15.566588554382324,1.0,0.9991941260744985,15.585372688723545,0.9999995702962063,0.9983116534284947
16597943527149176,748,11,64,0.7,75,8e-05,CustomModelRef,10.0,50.0,1.0,60,15.516591644287109,0.99999993244596,0.9997313753581661,15.531903792830075,0.9999965144547486,0.9986953685583823
16597954852052450,748,11,64,0.7,75,8e-05,CustomModelRef,10.0,50.0,10.0,61,15.492692527770997,0.9999971133405188,0.9996418338108882,15.504077785155353,0.9999999267781466,0.9994244273051687
16597978808194728,748,11,64,0.7,75,8e-05,CustomModelRef,10.0,50.0,50.0,70,15.488535652160644,0.999999893981919,0.9997313753581661,15.502618284786449,0.9999988961076323,0.9993093127662024
16597991110341532,748,11,64,0.7,75,8e-05,CustomModelRef,10.0,50.0,100.0,68,15.53048559461321,0.9999998036983639,0.9994627507163324,15.545657746932086,0.9999985322248507,0.9988104830973485
16598013894578228,748,11,64,0.7,75,8e-05,CustomModelRef,10.0,100.0,1.0,68,15.503004657200405,0.999999859736782,0.9991941260744985,15.518733066671034,0.9999985360077527,0.9987337400713711
16598027590571978,748,11,64,0.7,75,8e-05,CustomModelRef,10.0,100.0,10.0,66,15.476337421962192,1.0,0.9995522922636103,15.488012984687208,0.9999997116165893,0.9993476842791911
16598049197300866,748,11,64,0.7,75,8e-05,CustomModelRef,10.0,100.0,50.0,68,15.497315188816616,0.9999999621122018,0.9994627507163324,15.509871478174247,0.9999993562968776,0.9994627988181574
16598063312978384,748,11,64,0.7,75,8e-05,CustomModelRef,10.0,100.0,100.0,64,15.548610147748674,0.9999999910946604,0.9991045845272206,15.560366244877086,0.9999998574323307,0.9992325697402249
16598084333208920,748,11,64,0.7,75,8e-05,CustomModelAlign,1.0,1.0,1.0,68,1.5458405780792237,1.0,0.9998209169054442,1.5468795769939236,0.9999998254401121,0.9990407121752811
16598099581396738,748,11,64,0.7,75,8e-05,CustomModelAlign,1.0,1.0,10.0,69,1.5488327244349889,1.0,0.9991941260744985,1.550281748175621,0.9999998300777179,0.9979663098115958
16598175318825276,748,11,64,0.7,75,8e-05,CustomModelAlign,1.0,1.0,50.0,72,1.5509897082192556,0.999999934868825,0.9997313753581661,1.5514196537288965,0.9999995206766696,0.9993476842791911
16598192121266394,748,11,64,0.7,75,8e-05,CustomModelAlign,1.0,1.0,100.0,70,1.55295832157135,1.0,1.0,1.5538559620286905,0.99999956839083,0.9993476842791911
16598266558292174,748,11,64,0.7,75,8e-05,CustomModelAlign,1.0,10.0,1.0,71,1.545871308871678,1.0,1.0,1.547126969870399,0.9999995012406092,0.9991174552012586
16598283861084292,748,11,64,0.7,75,8e-05,CustomModelAlign,1.0,10.0,10.0,73,1.547003767830985,0.9999999646606397,0.9998209169054442,1.5484971269672991,0.9999991554092945,0.998887226123326
16598356566283970,748,11,64,0.7,75,8e-05,CustomModelAlign,1.0,10.0,50.0,63,1.5522745370864868,0.9999988306365961,0.9994627507163324,1.5531023486572153,0.9999976770915937,0.9990023406622923
16598375147697442,748,11,64,0.7,75,8e-05,CustomModelAlign,1.0,10.0,100.0,70,1.5548117678506033,0.9999986571043069,0.9990150429799427,1.5558208431683334,0.9999970425898286,0.998887226123326
16598446832706574,748,11,64,0.7,75,8e-05,CustomModelAlign,1.0,50.0,1.0,74,1.546422916139875,1.0,0.9996418338108882,1.5475861830454247,0.9999996249245816,0.998887226123326
16598468726848750,748,11,64,0.7,75,8e-05,CustomModelAlign,1.0,50.0,10.0,67,1.549897494316101,0.9999999717701371,0.9991045845272206,1.5516784988781984,0.9999983394886375,0.997467480142742
16598535580719696,748,11,64,0.7,75,8e-05,CustomModelAlign,1.0,50.0,50.0,73,1.5508881207874843,1.0,0.9999104584527221,1.5522094517946243,0.9999997513082813,0.9996546563831011
16598555629359396,748,11,64,0.7,75,8e-05,CustomModelAlign,1.0,50.0,100.0,67,1.5524522420338223,1.0,1.0,1.5532297924453138,0.9999998932110273,0.9996162848701124
16598624063496804,748,11,64,0.7,75,8e-05,CustomModelAlign,1.0,100.0,1.0,70,1.5455639553070069,1.0,0.9999104584527221,1.5464767185496349,0.999999751065682,0.9996162848701124
16598647520563788,748,11,64,0.7,75,8e-05,CustomModelAlign,1.0,100.0,10.0,70,1.5461115149089268,0.9999999457997001,0.9997313753581661,1.5468496753304612,0.9999997421150671,0.9994244273051687
16598711867849860,748,11,64,0.7,75,8e-05,CustomModelAlign,1.0,100.0,50.0,60,1.5513304839815412,1.0,0.9997313753581661,1.5521634606754078,0.9999998952230456,0.9996162848701124
16598737405374306,748,11,64,0.7,75,8e-05,CustomModelAlign,1.0,100.0,100.0,63,1.5536439670835223,0.9999999558257996,0.9997313753581661,1.5542429633000319,0.9999999622540221,0.9999232569740225
16598798967887908,748,11,64,0.7,75,8e-05,CustomModelAlign,10.0,1.0,1.0,69,15.464268602643694,0.9999999646606397,0.9998209169054442,15.476324368925656,0.9999971314099505,0.9989255976363148
16598827451014290,748,11,64,0.7,75,8e-05,CustomModelAlign,10.0,1.0,10.0,70,15.484180979047503,0.9999964849240639,0.9991941260744985,15.491223636795493,0.9999988265885744,0.998887226123326
16598886319210580,748,11,64,0.7,75,8e-05,CustomModelAlign,10.0,1.0,50.0,74,15.482483901977538,1.0,0.9977614613180515,15.485914884829054,0.9999994125795041,0.9980046813245846
16598914840529264,748,11,64,0.7,75,8e-05,CustomModelAlign,10.0,1.0,100.0,60,15.48381642477853,0.9999990364792403,0.9987464183381088,15.492091856750788,0.9999994697409426,0.9988488546103372
16598974141692852,748,11,64,0.7,75,8e-05,CustomModelAlign,10.0,10.0,1.0,73,15.461827343532017,0.9999997059971424,0.9991941260744985,15.468309977475334,0.9999989112616751,0.998887226123326
16599002534643474,748,11,64,0.7,75,8e-05,CustomModelAlign,10.0,10.0,10.0,60,15.521392228262766,0.9999941690055434,0.9961497134670487,15.53092416828754,0.9999930000372004,0.996354706266068
16599061894945156,748,11,64,0.7,75,8e-05,CustomModelAlign,10.0,10.0,50.0,66,15.470821816580637,1.0,0.9996418338108882,15.479776676963358,0.9999998542174962,0.9989639691493035
16599093504633368,748,11,64,0.7,75,8e-05,CustomModelAlign,10.0,10.0,100.0,74,15.45882880619594,1.0,0.9998209169054442,15.4695844930761,0.9999998397055829,0.9990023406622923
16599149811674614,748,11,64,0.7,75,8e-05,CustomModelAlign,10.0,50.0,1.0,73,15.455387802124024,0.9999999911651599,0.9993732091690545,15.465867075265622,0.9999992084151158,0.998426767967461
16599184853596426,748,11,64,0.7,75,8e-05,CustomModelAlign,10.0,50.0,10.0,62,15.46108125959124,0.9999999293212792,0.9999104584527221,15.466463110026192,0.9999999903380161,0.9996930278960899
16599236348929160,748,11,64,0.7,75,8e-05,CustomModelAlign,10.0,50.0,50.0,66,15.488335571289063,1.0,0.9995522922636103,15.499964615877937,0.9999997375940478,0.9986186255324048
16599273917679278,748,11,64,0.7,75,8e-05,CustomModelAlign,10.0,50.0,100.0,71,15.485002326965333,0.9999999734595305,0.9998209169054442,15.49555082882152,0.9999994038042465,0.9993860557921799
16599324075177984,748,11,64,0.7,75,8e-05,CustomModelAlign,10.0,100.0,1.0,66,15.464502487182617,0.9999999823303198,0.9994627507163324,15.473954130621518,0.9999996648575997,0.998887226123326
16599364547821644,748,11,64,0.7,75,8e-05,CustomModelAlign,10.0,100.0,10.0,69,15.452911594935825,1.0,0.9999104584527221,15.46558645659802,0.9999986948402123,0.9989639691493035
16599412336390488,748,11,64,0.7,75,8e-05,CustomModelAlign,10.0,100.0,50.0,66,15.467377368382046,0.9999965326148859,0.9991941260744985,15.48140155100355,0.9999948247111512,0.9982349104025172
16599452561282222,748,11,64,0.7,75,8e-05,CustomModelAlign,10.0,100.0,100.0,65,15.504563151768275,0.9999999737265721,0.9993732091690545,15.517663855178684,0.9999993179218928,0.9985035109934385
